Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Fuse Complete Orders,Chrome 74.0.3729.169,,,2019-05-28 14:23:03,2019-05-28 14:24:31,1m - 28.847s,INCOMPLETE
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:23:03,2019-05-28 14:23:16,13.316s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:03,2019-05-28 14:23:08,4.926s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:08,2019-05-28 14:23:09,0.280s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:09,2019-05-28 14:23:09,0.110s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:09,2019-05-28 14:23:12,3.522s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:12,2019-05-28 14:23:13,0.596s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:23:13,2019-05-28 14:23:13,0.030s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:23:13,2019-05-28 14:23:15,2.358s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:15,2019-05-28 14:23:15,0.250s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:15,2019-05-28 14:23:16,0.339s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:23:16,2019-05-28 14:23:16,0.125s,PASSED
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:23:16,2019-05-28 14:23:16,0.176s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:23:16,2019-05-28 14:23:16,0.005s,PASSED
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:23:16,2019-05-28 14:23:27,11.046s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:16,2019-05-28 14:23:19,2.496s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:19,2019-05-28 14:23:19,0.189s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:19,2019-05-28 14:23:19,0.103s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:19,2019-05-28 14:23:23,4.104s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:23,2019-05-28 14:23:24,0.609s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:23:24,2019-05-28 14:23:24,0.015s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:23:24,2019-05-28 14:23:26,2.606s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:26,2019-05-28 14:23:27,0.300s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:27,0.307s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:27,0.137s,PASSED
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:27,0.159s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:27,0.000s,PASSED
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:38,10.406s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:27,2019-05-28 14:23:30,2.413s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:30,2019-05-28 14:23:30,0.202s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:30,2019-05-28 14:23:30,0.125s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:30,2019-05-28 14:23:34,3.565s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:23:34,2019-05-28 14:23:34,0.602s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:23:34,2019-05-28 14:23:34,0.015s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:23:34,2019-05-28 14:23:37,2.650s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:37,2019-05-28 14:23:37,0.288s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:23:37,2019-05-28 14:23:37,0.254s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:23:37,2019-05-28 14:23:37,0.125s,PASSED
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:23:37,2019-05-28 14:23:38,0.151s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:23:38,2019-05-28 14:23:38,0.001s,PASSED
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:23:38,2019-05-28 14:24:09,31.302s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:23:38,2019-05-28 14:24:01,23.691s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:01,2019-05-28 14:24:02,0.209s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:02,2019-05-28 14:24:02,0.109s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:02,2019-05-28 14:24:05,3.504s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:05,2019-05-28 14:24:06,0.587s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:24:06,2019-05-28 14:24:06,0.013s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:24:06,2019-05-28 14:24:08,2.371s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:08,2019-05-28 14:24:08,0.173s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:08,2019-05-28 14:24:09,0.404s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:24:09,2019-05-28 14:24:09,0.101s,PASSED
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:24:09,2019-05-28 14:24:09,0.127s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:24:09,2019-05-28 14:24:09,0.000s,PASSED
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:24:09,2019-05-28 14:24:20,11.265s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:09,2019-05-28 14:24:13,3.764s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:13,2019-05-28 14:24:13,0.180s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:13,2019-05-28 14:24:13,0.089s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:13,2019-05-28 14:24:16,3.346s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:16,2019-05-28 14:24:17,0.591s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:24:17,2019-05-28 14:24:17,0.011s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:24:17,2019-05-28 14:24:19,2.592s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:19,2019-05-28 14:24:20,0.201s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:20,0.238s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:20,0.106s,PASSED
